task_id,model,temperature,n,mean,median,min,max,std,cov,success_rate,ci_95_low,ci_95_high,error_margin_absolute,error_margin_relative,prompt_tokens,completion_tokens,total_tokens
HumanEval/8,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,12200,18115,30315
HumanEval/3,llama-3.3-70b-versatile,2.0,100,0.62,1.0,0,1,0.4878317312145634,0.7868253729267152,0.62,0.5220975529551107,0.7090240074752127,0.09346322726005096,0.15074714074201767,14800,25270,40070
HumanEval/4,llama-3.3-70b-versatile,2.0,100,0.27,0.0,0,1,0.4461960433384737,1.6525779382906431,0.27,0.19269584149576344,0.36432116767945,0.08581266309184328,0.3178246781179381,14600,25600,40200
HumanEval/5,llama-3.3-70b-versatile,2.0,20,0.35,0.0,0,1,0.4893604849295929,1.3981728140845513,0.35,0.18119182410108203,0.5671457233147638,0.19297694960684086,0.5513627131624025,2420,5120,7540
HumanEval/9,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,10600,19108,29708
HumanEval/10,gemini-3.1-flash-lite,2.0,100,0.04,0.0,0,1,0.1969463855669324,4.92365963917331,0.04,0.015663303991547604,0.09837071435887923,0.04135370518366581,1.0338426295916452,15200,25200,40400
HumanEval/11,gemini-3.1-flash-lite,2.0,100,0.85,1.0,0,1,0.3588702812826367,0.4222003309207491,0.85,0.7671644040916763,0.9069401471634337,0.06988787153587872,0.08222102533632791,8700,21379,30079
HumanEval/12,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,10800,16135,26935
HumanEval/13,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,7500,22627,30127
HumanEval/14,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,6100,8588,14688
HumanEval/15,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,7700,11185,18885
HumanEval/16,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,7200,23557,30757
HumanEval/17,gemini-3.1-flash-lite,2.0,100,0.23,0.0,0,1,0.4229525846816507,1.838924281224568,0.23,0.15843265880303448,0.3215438302287378,0.08155558571285165,0.354589503099355,17900,24225,42125
HumanEval/18,gemini-3.1-flash-lite,2.0,100,0.95,1.0,0,1,0.21904291355759037,0.23057148795535828,0.95,0.8882495307680808,0.9784563208456319,0.045103395038775584,0.04747725793555325,9700,25200,34900
HumanEval/0,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,19000,25600,44600
HumanEval/0,openai/gpt-oss-20b,1.0,4,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.4898908364545974,0.2449454182272987,nan,760,1024,1784
HumanEval/19,gemini-3.1-flash-lite,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,11100,25200,36300
HumanEval/20,gemini-3.1-flash-lite,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17400,25200,42600
HumanEval/21,gemini-3.1-flash-lite,2.0,100,0.84,1.0,0,1,0.3684529491774707,0.43863446330651273,0.84,0.7557973061072976,0.8990471151119521,0.07162490450232728,0.08526774345515152,13300,23531,36831
HumanEval/1,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,18000,25600,43600
HumanEval/2,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,15000,25600,40600
HumanEval/3,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,18300,25600,43900
HumanEval/4,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,18300,25600,43900
HumanEval/22,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,10000,21061,31061
HumanEval/23,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,4300,5319,9619
HumanEval/24,gemini-3.1-flash-lite,2.0,100,0.9,1.0,0,1,0.30151134457776363,0.335012605086404,0.9,0.8256343384950865,0.9447708629393249,0.059568262222119195,0.06618695802457689,5300,25200,30500
HumanEval/25,gemini-3.1-flash-lite,2.0,100,0.71,1.0,0,1,0.4560480215720686,0.6423211571437586,0.71,0.6146110882442887,0.7898516425087773,0.0876202771322443,0.12340884103133,13500,22657,36157
HumanEval/26,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,9100,25165,34265
HumanEval/5,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16300,25600,41900
HumanEval/6,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17500,25600,43100
HumanEval/7,openai/gpt-oss-20b,2.0,100,0.01,0.0,0,1,0.09999999999999999,9.999999999999998,0.01,0.001767432064140647,0.05448619617870533,0.02635938205728234,2.635938205728234,15800,25465,41265
HumanEval/8,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17500,25600,43100
HumanEval/9,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16500,25600,42100
HumanEval/27,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,5300,20970,26270
HumanEval/28,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,6100,7100,13200
HumanEval/29,gemini-3.1-flash-lite,2.0,100,1.0,1.0,1,1,0.0,0.0,1.0,0.9630065017930143,1.0,0.01849674910349286,0.01849674910349286,9900,11700,21600
HumanEval/10,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,20600,25600,46200
HumanEval/0,qwen2.5-coder:7b,2.0,100,0.85,1.0,0,1,0.3588702812826367,0.4222003309207491,0.85,0.7671644040916763,0.9069401471634337,0.06988787153587872,0.08222102533632791,12600,21707,34307
HumanEval/11,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,14300,25600,39900
HumanEval/1,qwen2.5-coder:7b,2.0,100,0.5,0.5,0,1,0.502518907629606,1.005037815259212,0.5,0.4038315303659956,0.5961684696340044,0.09616846963400438,0.19233693926800877,11700,23983,35683
HumanEval/12,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16700,25600,42300
HumanEval/0,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,18600,25600,44200
HumanEval/0,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,12100,25600,37700
HumanEval/13,openai/gpt-oss-20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,13600,25528,39128
HumanEval/2,qwen2.5-coder:7b,2.0,100,0.92,1.0,0,1,0.2726599243442907,0.29636948298292465,0.92,0.8500189229905126,0.9589065385156195,0.05444380776255342,0.05917805191581893,8700,17334,26034
HumanEval/14,openai/gpt-oss-20b,2.0,43,0.023255813953488372,0.0,0,1,0.15249857033260467,6.557438524302,0.023255813953488372,0.004117087274333769,0.12058993440607181,0.05823642356586902,2.504166213332368,5332,11008,16340
HumanEval/3,qwen2.5-coder:7b,2.0,100,0.88,1.0,0,1,0.32659863237109044,0.37113480951260275,0.88,0.8018790057328857,0.9300059356298052,0.06406346494845971,0.07279939198688604,12100,18139,30239
HumanEval/1,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,11200,25600,36800
HumanEval/4,qwen2.5-coder:7b,2.0,100,0.89,1.0,0,1,0.31446603773522014,0.3533326266687867,0.89,0.8136870349691969,0.9374580364293543,0.0618855007300787,0.06953427048323449,11900,21774,33674
HumanEval/1,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17600,25600,43200
HumanEval/5,qwen2.5-coder:7b,2.0,100,0.8,1.0,0,1,0.4020151261036849,0.502518907629606,0.8,0.7111708344068411,0.8666330666689676,0.0777311161310632,0.097163895163829,9400,21113,30513
HumanEval/2,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,8300,25600,33900
HumanEval/6,qwen2.5-coder:7b,2.0,100,0.81,1.0,0,1,0.3942772444036625,0.48676203012797836,0.81,0.7222115462093562,0.8748524849023126,0.07632046934647818,0.09422280166231874,11400,22771,34171
HumanEval/7,qwen2.5-coder:7b,2.0,100,0.96,1.0,0,1,0.19694638556693236,0.20515248496555455,0.96,0.9016292856411208,0.9843366960084523,0.04135370518366577,0.04307677623298518,9500,15137,24637
HumanEval/3,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,11600,25600,37200
HumanEval/8,qwen2.5-coder:7b,2.0,100,0.81,1.0,0,1,0.3942772444036625,0.48676203012797836,0.81,0.7222115462093562,0.8748524849023126,0.07632046934647818,0.09422280166231874,11400,20723,32123
HumanEval/2,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,14600,25600,40200
HumanEval/9,qwen2.5-coder:7b,2.0,100,0.86,1.0,0,1,0.34873508801977704,0.40550591630206634,0.86,0.7786281178903616,0.9147365634006086,0.06805422275512352,0.07913281715712037,10200,20984,31184
HumanEval/10,qwen2.5-coder:7b,2.0,100,0.06,0.0,0,1,0.23868325657594203,3.9780542762657007,0.06,0.027786123963188178,0.12476815445895921,0.048491015247885516,0.8081835874647586,14400,22904,37304
HumanEval/4,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,11400,25600,37000
HumanEval/11,qwen2.5-coder:7b,2.0,100,0.92,1.0,0,1,0.2726599243442907,0.29636948298292465,0.92,0.8500189229905126,0.9589065385156195,0.05444380776255342,0.05917805191581893,8400,18324,26724
HumanEval/12,qwen2.5-coder:7b,2.0,100,0.91,1.0,0,1,0.28762349126466136,0.31606977062050695,0.91,0.8377378714728368,0.9519274599974349,0.05709479426229902,0.06274153215637254,10400,20585,30985
HumanEval/13,qwen2.5-coder:7b,2.0,100,0.96,1.0,0,1,0.1969463855669324,0.20515248496555458,0.96,0.9016292856411208,0.9843366960084523,0.04135370518366577,0.04307677623298518,7400,20928,28328
HumanEval/5,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,8900,25600,34500
HumanEval/14,qwen2.5-coder:7b,2.0,100,0.91,1.0,0,1,0.2876234912646614,0.31606977062050706,0.91,0.8377378714728368,0.9519274599974349,0.05709479426229902,0.06274153215637254,6100,18208,24308
HumanEval/3,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17900,25600,43500
HumanEval/15,qwen2.5-coder:7b,2.0,100,0.99,1.0,0,1,0.09999999999999999,0.10101010101010101,0.99,0.9455138038212946,0.9982325679358593,0.026359382057282388,0.026625638441699382,7000,15289,22289
HumanEval/6,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,10900,25600,36500
HumanEval/16,qwen2.5-coder:7b,2.0,100,0.98,1.0,0,1,0.14070529413628965,0.14357683075131597,0.98,0.929988209271456,0.9944980324498376,0.032254911589190804,0.03291317509101103,7200,17956,25156
HumanEval/17,qwen2.5-coder:7b,2.0,100,0.73,1.0,0,1,0.4461960433384737,0.6112274566280461,0.73,0.6356788323205499,0.8073041585042365,0.08581266309184332,0.11755159327649771,17400,20687,38087
HumanEval/18,qwen2.5-coder:7b,2.0,100,0.72,1.0,0,1,0.4512608598542128,0.6267511942419622,0.72,0.6251197129007884,0.7986031478881379,0.08674171749367476,0.12047460763010384,9000,22590,31590
HumanEval/7,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,9000,25600,34600
HumanEval/4,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17900,25600,43500
HumanEval/19,qwen2.5-coder:7b,2.0,100,0.41,0.0,0,1,0.4943110704237103,1.2056367571310007,0.41,0.3186731302113651,0.5079856994658921,0.0946562846272635,0.23086898689576466,10700,23243,33943
HumanEval/20,qwen2.5-coder:7b,2.0,100,0.61,1.0,0,1,0.4902071300001973,0.8036182459019627,0.61,0.5120301704584073,0.6998312599360558,0.09390054473882425,0.1539353192439742,16800,24048,40848
HumanEval/21,qwen2.5-coder:7b,2.0,100,0.74,1.0,0,1,0.44084400227680803,0.5957351382119027,0.74,0.6462901055081282,0.8159530153525186,0.08483145492219524,0.11463710124620978,12700,22572,35272
HumanEval/22,qwen2.5-coder:7b,2.0,100,0.94,1.0,0,1,0.23868325657594203,0.2539183580595128,0.94,0.8752318455410406,0.9722138760368118,0.04849101524788557,0.05158618643392082,9400,16827,26227
HumanEval/5,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,15900,25600,41500
HumanEval/23,qwen2.5-coder:7b,2.0,100,0.93,1.0,0,1,0.25643239997624284,0.27573376341531486,0.93,0.862504852609265,0.9656807389327274,0.05158794316173121,0.05547090662551742,4500,12506,17006
HumanEval/24,qwen2.5-coder:7b,2.0,100,0.86,1.0,0,1,0.348735088019777,0.4055059163020663,0.86,0.7786281178903616,0.9147365634006086,0.06805422275512352,0.07913281715712037,5500,19493,24993
HumanEval/6,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,17100,25600,42700
HumanEval/25,qwen2.5-coder:7b,2.0,100,0.58,1.0,0,1,0.49604496374885826,0.8552499374980316,0.58,0.4820648670304296,0.6720161732564526,0.09497565311301148,0.16375112605691636,13000,22697,35697
HumanEval/7,gpt-oss:20b,2.0,100,0.03,0.0,0,1,0.1714466079977653,5.7148869332588434,0.03,0.01025452402403891,0.08451936429052763,0.03713242013324436,1.237747337774812,15400,25568,40968
HumanEval/26,qwen2.5-coder:7b,2.0,100,0.39,0.0,0,1,0.4902071300001973,1.2569413589748648,0.39,0.3001687400639442,0.4879698295415927,0.09390054473882425,0.24077062753544679,8600,19296,27896
HumanEval/8,gpt-oss:20b,2.0,100,0.01,0.0,0,1,0.09999999999999999,9.999999999999998,0.01,0.001767432064140647,0.05448619617870533,0.02635938205728234,2.635938205728234,17100,25600,42700
HumanEval/27,qwen2.5-coder:7b,2.0,100,0.87,1.0,0,1,0.33799766898963113,0.3885030678041737,0.87,0.7901964855992356,0.9224283257275949,0.06611592006417966,0.0759953104185973,5000,16027,21027
HumanEval/28,qwen2.5-coder:7b,2.0,100,0.84,1.0,0,1,0.3684529491774707,0.43863446330651273,0.84,0.7557973061072976,0.8990471151119521,0.07162490450232728,0.08526774345515152,5900,13151,19051
HumanEval/9,gpt-oss:20b,2.0,100,0.01,0.0,0,1,0.09999999999999999,9.999999999999998,0.01,0.001767432064140647,0.05448619617870533,0.02635938205728234,2.635938205728234,16100,25600,41700
HumanEval/29,qwen2.5-coder:7b,2.0,100,0.91,1.0,0,1,0.28762349126466136,0.31606977062050695,0.91,0.8377378714728368,0.9519274599974349,0.05709479426229902,0.06274153215637254,8900,15956,24856
HumanEval/10,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,20200,25600,45800
HumanEval/11,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,13900,25600,39500
HumanEval/12,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16300,25600,41900
HumanEval/13,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,13200,25600,38800
HumanEval/14,gpt-oss:20b,2.0,100,0.05,0.0,0,1,0.2190429135575903,4.380858271151806,0.05,0.021543679154367966,0.11175046923191914,0.045103395038775584,0.9020679007755117,12000,25595,37595
HumanEval/15,gpt-oss:20b,2.0,100,0.06,0.0,0,1,0.23868325657594203,3.9780542762657007,0.06,0.027786123963188178,0.12476815445895921,0.048491015247885516,0.8081835874647586,13000,25594,38594
HumanEval/16,gpt-oss:20b,2.0,100,0.04,0.0,0,1,0.19694638556693236,4.923659639173309,0.04,0.015663303991547604,0.09837071435887923,0.04135370518366581,1.0338426295916452,13500,25600,39100
HumanEval/17,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,23100,25600,48700
HumanEval/18,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,15000,25600,40600
HumanEval/19,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16600,25600,42200
HumanEval/20,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,22900,25474,48374
HumanEval/21,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,18600,25600,44200
HumanEval/22,gpt-oss:20b,2.0,100,0.01,0.0,0,1,0.09999999999999999,9.999999999999998,0.01,0.001767432064140647,0.05448619617870533,0.02635938205728234,2.635938205728234,15500,25600,41100
HumanEval/23,gpt-oss:20b,2.0,100,0.03,0.0,0,1,0.1714466079977653,5.7148869332588434,0.03,0.01025452402403891,0.08451936429052763,0.03713242013324436,1.237747337774812,10500,25485,35985
HumanEval/24,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,11400,25600,37000
HumanEval/25,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,18700,25600,44300
HumanEval/26,gpt-oss:20b,2.0,100,0.01,0.0,0,1,0.09999999999999999,9.999999999999998,0.01,0.001767432064140647,0.05448619617870533,0.02635938205728234,2.635938205728234,14500,25580,40080
HumanEval/27,gpt-oss:20b,2.0,100,0.11,0.0,0,1,0.31446603773522014,2.858782161229274,0.11,0.06254196357064568,0.1863129650308032,0.06188550073007876,0.5625954611825341,11000,25567,36567
HumanEval/28,gpt-oss:20b,2.0,100,0.05,0.0,0,1,0.21904291355759026,4.380858271151805,0.05,0.021543679154367966,0.11175046923191914,0.045103395038775584,0.9020679007755117,11800,25587,37387
HumanEval/29,gpt-oss:20b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,14900,25600,40500
HumanEval/8,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,10900,25600,36500
HumanEval/9,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,9700,25600,35300
HumanEval/0,deepseek-coder:6.7b,2.0,100,0.33,0.0,0,1,0.4725815626252608,1.432065341288669,0.33,0.2456312273412803,0.42694656204909476,0.09065766735390723,0.27472020410274917,14800,23451,38251
HumanEval/1,deepseek-coder:6.7b,2.0,100,0.13,0.0,0,1,0.3379976689896311,2.5999820691510083,0.13,0.0775716742724051,0.2098035144007643,0.0661159200641796,0.5085840004936892,15500,25360,40860
HumanEval/10,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,14000,25600,39600
HumanEval/2,deepseek-coder:6.7b,2.0,100,0.64,1.0,0,1,0.4824181513244218,0.753778361444409,0.64,0.5423540245160874,0.7272877959859567,0.09246688573493467,0.14447950896083542,11000,23474,34474
HumanEval/0,deepseek-coder:6.7b,0.2,20,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.1611251580528194,0.0805625790264097,nan,2960,4668,7628
HumanEval/0,deepseek-coder:6.7b,0,22,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.14865487460862095,0.07432743730431048,nan,3256,5632,8888
HumanEval/11,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,7900,25600,33500
HumanEval/0,deepseek-coder:6.7b,0.5,70,0.08571428571428572,0.0,0,1,0.28196295074009653,3.2895677586344596,0.08571428571428572,0.039876669645112064,0.17465672492339485,0.0673900276391414,0.7862169891233163,10212,15285,25497
HumanEval/3,deepseek-coder:6.7b,2.0,100,0.61,1.0,0,1,0.4902071300001973,0.8036182459019627,0.61,0.5120301704584073,0.6998312599360558,0.09390054473882425,0.1539353192439742,14200,24573,38773
HumanEval/12,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,9900,25600,35500
HumanEval/13,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,7000,25600,32600
HumanEval/14,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,5600,25600,31200
HumanEval/15,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,6600,25600,32200
HumanEval/16,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,6800,25600,32400
HumanEval/17,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16900,25600,42500
HumanEval/18,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,8600,25600,34200
HumanEval/19,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,10200,25600,35800
HumanEval/20,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,16300,25600,41900
HumanEval/21,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,12200,25600,37800
HumanEval/22,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,8900,25600,34500
HumanEval/23,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,4100,25600,29700
HumanEval/24,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,5100,25600,30700
HumanEval/25,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,12500,25600,38100
HumanEval/26,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,8100,25600,33700
HumanEval/27,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,4600,25600,30200
HumanEval/28,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,5400,25600,31000
