date,time,task_id,model,temperature,execution_number,passed,prompt_tokens,completion_tokens,total_tokens
2026-08-06,13:38:15,HumanEval/0,gemini-3.1-flash-lite,2.0,40,1,148,76,224
2026-08-06,13:38:25,HumanEval/0,gemini-3.1-flash-lite,2.0,41,1,148,68,216
2026-08-06,13:38:36,HumanEval/0,gemini-3.1-flash-lite,2.0,42,1,148,77,225
2026-08-06,13:38:45,HumanEval/0,gemini-3.1-flash-lite,2.0,43,1,148,72,220
2026-08-06,13:38:56,HumanEval/0,gemini-3.1-flash-lite,2.0,44,1,148,76,224
2026-08-06,13:39:05,HumanEval/0,gemini-3.1-flash-lite,2.0,45,1,148,72,220
2026-08-06,13:39:15,HumanEval/0,gemini-3.1-flash-lite,2.0,46,1,148,72,220
2026-08-06,13:39:25,HumanEval/0,gemini-3.1-flash-lite,2.0,47,1,148,72,220
2026-08-06,13:39:35,HumanEval/0,gemini-3.1-flash-lite,2.0,48,1,148,72,220
2026-08-06,13:39:45,HumanEval/0,gemini-3.1-flash-lite,2.0,49,1,148,177,325
2026-08-06,13:39:56,HumanEval/0,gemini-3.1-flash-lite,2.0,50,1,148,76,224
2026-08-06,13:40:05,HumanEval/0,gemini-3.1-flash-lite,2.0,51,1,148,72,220
2026-08-06,13:40:15,HumanEval/0,gemini-3.1-flash-lite,2.0,52,1,148,72,220
2026-08-06,13:40:25,HumanEval/0,gemini-3.1-flash-lite,2.0,53,1,148,72,220
2026-08-06,13:40:36,HumanEval/0,gemini-3.1-flash-lite,2.0,54,1,148,76,224
2026-08-06,13:40:48,HumanEval/0,gemini-3.1-flash-lite,2.0,55,1,148,72,220
2026-08-06,13:40:57,HumanEval/0,gemini-3.1-flash-lite,2.0,56,1,148,72,220
2026-08-06,13:41:05,HumanEval/0,gemini-3.1-flash-lite,2.0,57,1,148,76,224
2026-08-06,13:41:17,HumanEval/0,gemini-3.1-flash-lite,2.0,58,1,148,72,220
2026-08-06,13:41:27,HumanEval/0,gemini-3.1-flash-lite,2.0,59,1,148,68,216
2026-08-06,13:41:37,HumanEval/0,gemini-3.1-flash-lite,2.0,60,1,148,72,220
2026-08-06,13:41:46,HumanEval/0,gemini-3.1-flash-lite,2.0,61,1,148,72,220
2026-08-06,13:41:56,HumanEval/0,gemini-3.1-flash-lite,2.0,62,1,148,72,220
2026-08-06,13:42:09,HumanEval/0,gemini-3.1-flash-lite,2.0,63,1,148,72,220
2026-08-06,13:42:15,HumanEval/0,gemini-3.1-flash-lite,2.0,64,1,148,182,330
2026-08-06,13:42:29,HumanEval/0,gemini-3.1-flash-lite,2.0,65,1,148,76,224
2026-08-06,13:42:36,HumanEval/0,gemini-3.1-flash-lite,2.0,66,1,148,72,220
2026-08-06,13:42:50,HumanEval/0,gemini-3.1-flash-lite,2.0,67,1,148,72,220
2026-08-06,13:42:55,HumanEval/0,gemini-3.1-flash-lite,2.0,68,1,148,77,225
2026-08-06,13:43:05,HumanEval/0,gemini-3.1-flash-lite,2.0,69,1,148,76,224
2026-08-06,13:43:15,HumanEval/0,gemini-3.1-flash-lite,2.0,70,1,148,72,220
2026-08-06,13:43:25,HumanEval/0,gemini-3.1-flash-lite,2.0,71,1,148,182,330
2026-08-06,13:43:35,HumanEval/0,gemini-3.1-flash-lite,2.0,72,1,148,72,220
2026-08-06,13:43:45,HumanEval/0,gemini-3.1-flash-lite,2.0,73,1,148,76,224
2026-08-06,13:43:55,HumanEval/0,gemini-3.1-flash-lite,2.0,74,1,148,76,224
2026-08-06,13:44:06,HumanEval/0,gemini-3.1-flash-lite,2.0,75,1,148,72,220
2026-08-06,13:44:15,HumanEval/0,gemini-3.1-flash-lite,2.0,76,1,148,72,220
2026-08-06,13:44:25,HumanEval/0,gemini-3.1-flash-lite,2.0,77,1,148,72,220
2026-08-06,13:44:35,HumanEval/0,gemini-3.1-flash-lite,2.0,78,1,148,177,325
2026-08-06,13:44:45,HumanEval/0,gemini-3.1-flash-lite,2.0,79,1,148,72,220
2026-08-06,13:44:55,HumanEval/0,gemini-3.1-flash-lite,2.0,80,1,148,72,220
2026-08-06,13:45:05,HumanEval/0,gemini-3.1-flash-lite,2.0,81,1,148,68,216
2026-08-06,13:45:15,HumanEval/0,gemini-3.1-flash-lite,2.0,82,1,148,72,220
2026-08-06,13:45:25,HumanEval/0,gemini-3.1-flash-lite,2.0,83,1,148,72,220
2026-08-06,13:45:35,HumanEval/0,gemini-3.1-flash-lite,2.0,84,1,148,72,220
2026-08-06,13:45:45,HumanEval/0,gemini-3.1-flash-lite,2.0,85,1,148,72,220
2026-08-06,13:45:55,HumanEval/0,gemini-3.1-flash-lite,2.0,86,1,148,72,220
2026-08-06,13:46:05,HumanEval/0,gemini-3.1-flash-lite,2.0,87,1,148,72,220
2026-08-06,13:46:15,HumanEval/0,gemini-3.1-flash-lite,2.0,88,1,148,72,220
2026-08-06,13:46:25,HumanEval/0,gemini-3.1-flash-lite,2.0,89,1,148,72,220
2026-08-06,13:46:35,HumanEval/0,gemini-3.1-flash-lite,2.0,90,1,148,76,224
2026-08-06,13:46:45,HumanEval/0,gemini-3.1-flash-lite,2.0,91,1,148,76,224
2026-08-06,13:46:56,HumanEval/0,gemini-3.1-flash-lite,2.0,92,1,148,182,330
2026-08-06,13:47:06,HumanEval/0,gemini-3.1-flash-lite,2.0,93,1,148,72,220
2026-08-06,13:47:15,HumanEval/0,gemini-3.1-flash-lite,2.0,94,1,148,72,220
2026-08-06,13:47:25,HumanEval/0,gemini-3.1-flash-lite,2.0,95,1,148,72,220
2026-08-06,13:47:35,HumanEval/0,gemini-3.1-flash-lite,2.0,96,1,148,72,220
2026-08-06,13:47:45,HumanEval/0,gemini-3.1-flash-lite,2.0,97,1,148,72,220
2026-08-06,13:47:55,HumanEval/0,gemini-3.1-flash-lite,2.0,98,1,148,72,220
2026-08-06,13:48:05,HumanEval/0,gemini-3.1-flash-lite,2.0,99,1,148,72,220
2026-08-06,13:48:15,HumanEval/0,gemini-3.1-flash-lite,2.0,100,1,148,76,224
2026-08-06,13:48:25,HumanEval/1,gemini-3.1-flash-lite,2.0,1,1,138,126,264
2026-08-06,13:48:35,HumanEval/1,gemini-3.1-flash-lite,2.0,2,1,138,124,262
2026-08-06,13:48:45,HumanEval/1,gemini-3.1-flash-lite,2.0,3,1,138,137,275
2026-08-06,13:48:55,HumanEval/1,gemini-3.1-flash-lite,2.0,4,1,138,129,267
2026-08-06,13:49:07,HumanEval/1,gemini-3.1-flash-lite,2.0,5,1,138,132,270
2026-08-06,13:49:15,HumanEval/1,gemini-3.1-flash-lite,2.0,6,1,138,124,262
2026-08-06,13:49:25,HumanEval/1,gemini-3.1-flash-lite,2.0,7,1,138,128,266
2026-08-06,13:49:35,HumanEval/1,gemini-3.1-flash-lite,2.0,8,1,138,129,267
2026-08-06,13:49:45,HumanEval/1,gemini-3.1-flash-lite,2.0,9,1,138,125,263
2026-08-06,13:49:55,HumanEval/1,gemini-3.1-flash-lite,2.0,10,1,138,129,267
2026-08-06,13:50:05,HumanEval/1,gemini-3.1-flash-lite,2.0,11,1,138,125,263
2026-08-06,13:50:15,HumanEval/1,gemini-3.1-flash-lite,2.0,12,1,138,131,269
2026-08-06,13:50:25,HumanEval/1,gemini-3.1-flash-lite,2.0,13,1,138,125,263
2026-08-06,13:50:35,HumanEval/1,gemini-3.1-flash-lite,2.0,14,1,138,127,265
2026-08-06,13:50:45,HumanEval/1,gemini-3.1-flash-lite,2.0,15,1,138,125,263
2026-08-06,13:50:55,HumanEval/1,gemini-3.1-flash-lite,2.0,16,1,138,124,262
2026-08-06,13:51:05,HumanEval/1,gemini-3.1-flash-lite,2.0,17,1,138,129,267
2026-08-06,13:51:16,HumanEval/1,gemini-3.1-flash-lite,2.0,18,1,138,125,263
2026-08-06,13:51:25,HumanEval/1,gemini-3.1-flash-lite,2.0,19,1,138,124,262
2026-08-06,13:51:35,HumanEval/1,gemini-3.1-flash-lite,2.0,20,1,138,129,267
2026-08-06,13:51:45,HumanEval/1,gemini-3.1-flash-lite,2.0,21,1,138,129,267
2026-08-06,13:51:57,HumanEval/1,gemini-3.1-flash-lite,2.0,22,1,138,132,270
2026-08-06,13:52:05,HumanEval/1,gemini-3.1-flash-lite,2.0,23,1,138,129,267
2026-08-06,13:52:15,HumanEval/1,gemini-3.1-flash-lite,2.0,24,1,138,124,262
2026-08-06,13:52:25,HumanEval/1,gemini-3.1-flash-lite,2.0,25,1,138,127,265
2026-08-06,13:52:35,HumanEval/1,gemini-3.1-flash-lite,2.0,26,1,138,141,279
2026-08-06,13:52:45,HumanEval/1,gemini-3.1-flash-lite,2.0,27,1,138,124,262
2026-08-06,13:52:55,HumanEval/1,gemini-3.1-flash-lite,2.0,28,1,138,137,275
2026-08-06,13:53:05,HumanEval/1,gemini-3.1-flash-lite,2.0,29,1,138,137,275
2026-08-06,13:53:15,HumanEval/1,gemini-3.1-flash-lite,2.0,30,1,138,129,267
2026-08-06,13:53:28,HumanEval/1,gemini-3.1-flash-lite,2.0,31,1,138,127,265
2026-08-06,13:53:35,HumanEval/1,gemini-3.1-flash-lite,2.0,32,1,138,125,263
2026-08-06,13:53:45,HumanEval/1,gemini-3.1-flash-lite,2.0,33,1,138,122,260
2026-08-06,13:53:56,HumanEval/1,gemini-3.1-flash-lite,2.0,34,1,138,125,263
2026-08-06,13:54:05,HumanEval/1,gemini-3.1-flash-lite,2.0,35,1,138,129,267
2026-08-06,13:54:15,HumanEval/1,gemini-3.1-flash-lite,2.0,36,1,138,123,261
2026-08-06,13:54:27,HumanEval/1,gemini-3.1-flash-lite,2.0,37,1,138,126,264
2026-08-06,13:54:37,HumanEval/1,gemini-3.1-flash-lite,2.0,38,1,138,129,267
2026-08-06,13:54:54,HumanEval/1,gemini-3.1-flash-lite,2.0,39,1,138,126,264
2026-08-06,13:54:58,HumanEval/1,gemini-3.1-flash-lite,2.0,40,1,138,129,267
2026-08-06,13:55:08,HumanEval/1,gemini-3.1-flash-lite,2.0,41,1,138,125,263
2026-08-06,13:55:18,HumanEval/1,gemini-3.1-flash-lite,2.0,42,1,138,133,271
2026-08-06,13:55:26,HumanEval/1,gemini-3.1-flash-lite,2.0,43,1,138,131,269
2026-08-06,13:55:36,HumanEval/1,gemini-3.1-flash-lite,2.0,44,1,138,131,269
2026-08-06,13:55:46,HumanEval/1,gemini-3.1-flash-lite,2.0,45,1,138,129,267
2026-08-06,13:55:59,HumanEval/1,gemini-3.1-flash-lite,2.0,46,1,138,125,263
2026-08-06,13:56:10,HumanEval/1,gemini-3.1-flash-lite,2.0,47,1,138,129,267
2026-08-06,13:56:18,HumanEval/1,gemini-3.1-flash-lite,2.0,48,1,138,129,267
2026-08-06,13:56:28,HumanEval/1,gemini-3.1-flash-lite,2.0,49,1,138,125,263
2026-08-06,13:56:37,HumanEval/1,gemini-3.1-flash-lite,2.0,50,1,138,125,263
2026-08-06,13:56:47,HumanEval/1,gemini-3.1-flash-lite,2.0,51,1,138,127,265
2026-08-06,13:57:06,HumanEval/1,gemini-3.1-flash-lite,2.0,52,1,138,127,265
2026-08-06,13:57:07,HumanEval/1,gemini-3.1-flash-lite,2.0,53,1,138,133,271
2026-08-06,13:57:19,HumanEval/1,gemini-3.1-flash-lite,2.0,54,1,138,129,267
2026-08-06,13:57:30,HumanEval/1,gemini-3.1-flash-lite,2.0,55,1,138,125,263
2026-08-06,13:57:39,HumanEval/1,gemini-3.1-flash-lite,2.0,56,1,138,123,261
2026-08-06,13:57:48,HumanEval/1,gemini-3.1-flash-lite,2.0,57,1,138,125,263
2026-08-06,13:57:57,HumanEval/1,gemini-3.1-flash-lite,2.0,58,1,138,125,263
2026-08-06,13:58:09,HumanEval/1,gemini-3.1-flash-lite,2.0,59,1,138,129,267
2026-08-06,13:58:17,HumanEval/1,gemini-3.1-flash-lite,2.0,60,1,138,125,263
2026-08-06,13:58:27,HumanEval/1,gemini-3.1-flash-lite,2.0,61,1,138,125,263
2026-08-06,13:58:38,HumanEval/1,gemini-3.1-flash-lite,2.0,62,1,138,134,272
2026-08-06,13:58:47,HumanEval/1,gemini-3.1-flash-lite,2.0,63,1,138,124,262
2026-08-06,13:58:57,HumanEval/1,gemini-3.1-flash-lite,2.0,64,1,138,126,264
2026-08-06,13:59:07,HumanEval/1,gemini-3.1-flash-lite,2.0,65,1,138,137,275
2026-08-06,13:59:17,HumanEval/1,gemini-3.1-flash-lite,2.0,66,1,138,130,268
2026-08-06,13:59:27,HumanEval/1,gemini-3.1-flash-lite,2.0,67,1,138,137,275
2026-08-06,13:59:37,HumanEval/1,gemini-3.1-flash-lite,2.0,68,1,138,125,263
2026-08-06,13:59:47,HumanEval/1,gemini-3.1-flash-lite,2.0,69,1,138,137,275
2026-08-06,13:59:57,HumanEval/1,gemini-3.1-flash-lite,2.0,70,1,138,124,262
2026-08-06,14:00:07,HumanEval/1,gemini-3.1-flash-lite,2.0,71,1,138,129,267
2026-08-06,14:00:17,HumanEval/1,gemini-3.1-flash-lite,2.0,72,1,138,129,267
2026-08-06,14:00:27,HumanEval/1,gemini-3.1-flash-lite,2.0,73,1,138,129,267
2026-08-06,14:00:37,HumanEval/1,gemini-3.1-flash-lite,2.0,74,1,138,123,261
2026-08-06,14:00:48,HumanEval/1,gemini-3.1-flash-lite,2.0,75,1,138,129,267
2026-08-06,14:00:58,HumanEval/1,gemini-3.1-flash-lite,2.0,76,1,138,129,267
2026-08-06,14:01:07,HumanEval/1,gemini-3.1-flash-lite,2.0,77,1,138,123,261
2026-08-06,14:01:17,HumanEval/1,gemini-3.1-flash-lite,2.0,78,1,138,123,261
2026-08-06,14:02:30,HumanEval/1,gemini-3.1-flash-lite,2.0,79,1,149,129,278
2026-08-06,14:02:40,HumanEval/1,gemini-3.1-flash-lite,2.0,80,1,149,137,286
2026-08-06,14:02:49,HumanEval/1,gemini-3.1-flash-lite,2.0,81,1,149,126,275
2026-08-06,14:03:00,HumanEval/1,gemini-3.1-flash-lite,2.0,82,1,149,137,286
2026-08-06,14:03:09,HumanEval/1,gemini-3.1-flash-lite,2.0,83,1,149,127,276
2026-08-06,14:03:20,HumanEval/1,gemini-3.1-flash-lite,2.0,84,1,149,124,273
2026-08-06,14:03:29,HumanEval/1,gemini-3.1-flash-lite,2.0,85,1,149,137,286
2026-08-06,14:03:39,HumanEval/1,gemini-3.1-flash-lite,2.0,86,1,149,131,280
2026-08-06,14:03:49,HumanEval/1,gemini-3.1-flash-lite,2.0,87,1,149,127,276
2026-08-06,14:03:59,HumanEval/1,gemini-3.1-flash-lite,2.0,88,1,149,137,286
2026-08-06,14:04:10,HumanEval/1,gemini-3.1-flash-lite,2.0,89,1,149,137,286
2026-08-06,14:04:19,HumanEval/1,gemini-3.1-flash-lite,2.0,90,1,149,124,273
2026-08-06,14:04:29,HumanEval/1,gemini-3.1-flash-lite,2.0,91,1,149,129,278
2026-08-06,14:04:39,HumanEval/1,gemini-3.1-flash-lite,2.0,92,1,149,137,286
2026-08-06,14:04:49,HumanEval/1,gemini-3.1-flash-lite,2.0,93,1,149,121,270
2026-08-06,14:05:00,HumanEval/1,gemini-3.1-flash-lite,2.0,94,1,149,125,274
2026-08-06,14:05:11,HumanEval/1,gemini-3.1-flash-lite,2.0,95,1,149,136,285
2026-08-06,14:05:19,HumanEval/1,gemini-3.1-flash-lite,2.0,96,1,149,127,276
2026-08-06,14:05:29,HumanEval/1,gemini-3.1-flash-lite,2.0,97,1,149,129,278
2026-08-06,14:05:39,HumanEval/1,gemini-3.1-flash-lite,2.0,98,1,149,121,270
2026-08-06,14:05:51,HumanEval/1,gemini-3.1-flash-lite,2.0,99,1,149,123,272
2026-08-06,14:05:59,HumanEval/1,gemini-3.1-flash-lite,2.0,100,1,149,123,272
2026-08-06,14:06:10,HumanEval/2,gemini-3.1-flash-lite,2.0,1,1,113,92,205
2026-08-06,14:06:22,HumanEval/2,gemini-3.1-flash-lite,2.0,2,1,113,92,205
2026-08-06,14:06:31,HumanEval/2,gemini-3.1-flash-lite,2.0,3,1,113,92,205
2026-08-06,14:06:39,HumanEval/2,gemini-3.1-flash-lite,2.0,4,1,113,92,205
2026-08-06,14:06:49,HumanEval/2,gemini-3.1-flash-lite,2.0,5,1,113,92,205
2026-08-06,14:06:59,HumanEval/2,gemini-3.1-flash-lite,2.0,6,1,113,21,134
2026-08-06,14:07:09,HumanEval/2,gemini-3.1-flash-lite,2.0,7,1,113,92,205
2026-08-06,14:07:19,HumanEval/2,gemini-3.1-flash-lite,2.0,8,1,113,21,134
2026-08-06,14:07:30,HumanEval/2,gemini-3.1-flash-lite,2.0,9,1,113,92,205
2026-08-06,14:07:42,HumanEval/2,gemini-3.1-flash-lite,2.0,10,1,113,92,205
2026-08-06,14:07:49,HumanEval/2,gemini-3.1-flash-lite,2.0,11,1,113,92,205
2026-08-06,14:07:59,HumanEval/2,gemini-3.1-flash-lite,2.0,12,1,113,21,134
2026-08-06,14:08:09,HumanEval/2,gemini-3.1-flash-lite,2.0,13,1,113,92,205
2026-08-06,14:08:19,HumanEval/2,gemini-3.1-flash-lite,2.0,14,1,113,92,205
2026-08-06,14:08:31,HumanEval/2,gemini-3.1-flash-lite,2.0,15,1,113,21,134
2026-08-06,14:08:39,HumanEval/2,gemini-3.1-flash-lite,2.0,16,1,113,21,134
2026-08-06,14:08:49,HumanEval/2,gemini-3.1-flash-lite,2.0,17,1,113,21,134
2026-08-06,14:09:01,HumanEval/2,gemini-3.1-flash-lite,2.0,18,1,113,92,205
2026-08-06,14:09:10,HumanEval/2,gemini-3.1-flash-lite,2.0,19,1,113,21,134
2026-08-06,14:09:20,HumanEval/2,gemini-3.1-flash-lite,2.0,20,1,113,92,205
2026-08-06,14:09:33,HumanEval/2,gemini-3.1-flash-lite,2.0,21,1,113,92,205
2026-08-06,14:09:40,HumanEval/2,gemini-3.1-flash-lite,2.0,22,1,113,92,205
2026-08-06,14:09:50,HumanEval/2,gemini-3.1-flash-lite,2.0,23,1,113,21,134
2026-08-06,14:10:01,HumanEval/2,gemini-3.1-flash-lite,2.0,24,1,113,92,205
2026-08-06,14:10:11,HumanEval/2,gemini-3.1-flash-lite,2.0,25,1,113,92,205
2026-08-06,14:10:22,HumanEval/2,gemini-3.1-flash-lite,2.0,26,1,113,21,134
2026-08-06,14:10:34,HumanEval/2,gemini-3.1-flash-lite,2.0,27,1,113,92,205
2026-08-06,14:10:42,HumanEval/2,gemini-3.1-flash-lite,2.0,28,1,113,92,205
2026-08-06,14:10:52,HumanEval/2,gemini-3.1-flash-lite,2.0,29,1,113,92,205
2026-08-06,14:11:05,HumanEval/2,gemini-3.1-flash-lite,2.0,30,1,113,21,134
2026-08-06,14:11:10,HumanEval/2,gemini-3.1-flash-lite,2.0,31,1,113,92,205
2026-08-06,14:11:26,HumanEval/2,gemini-3.1-flash-lite,2.0,32,1,113,92,205
2026-08-06,14:11:32,HumanEval/2,gemini-3.1-flash-lite,2.0,33,1,113,92,205
2026-08-06,14:11:40,HumanEval/2,gemini-3.1-flash-lite,2.0,34,1,113,21,134
2026-08-06,14:11:49,HumanEval/2,gemini-3.1-flash-lite,2.0,35,1,113,92,205
2026-08-06,14:12:03,HumanEval/2,gemini-3.1-flash-lite,2.0,36,1,113,92,205
2026-08-06,14:12:10,HumanEval/2,gemini-3.1-flash-lite,2.0,37,1,113,21,134
2026-08-06,14:12:21,HumanEval/2,gemini-3.1-flash-lite,2.0,38,1,113,92,205
2026-08-06,14:12:34,HumanEval/2,gemini-3.1-flash-lite,2.0,39,1,113,92,205
2026-08-06,14:12:40,HumanEval/2,gemini-3.1-flash-lite,2.0,40,1,113,92,205
2026-08-06,14:15:49,HumanEval/2,gemini-3.1-flash-lite,2.0,41,1,87,97,184
2026-08-06,14:15:59,HumanEval/2,gemini-3.1-flash-lite,2.0,42,1,87,252,339
2026-08-06,14:16:09,HumanEval/2,gemini-3.1-flash-lite,2.0,43,1,87,252,339
2026-08-06,14:16:19,HumanEval/2,gemini-3.1-flash-lite,2.0,44,1,87,252,339
2026-08-06,14:16:30,HumanEval/2,gemini-3.1-flash-lite,2.0,45,1,87,252,339
2026-08-06,14:16:42,HumanEval/2,gemini-3.1-flash-lite,2.0,46,1,87,252,339
2026-08-06,14:16:51,HumanEval/2,gemini-3.1-flash-lite,2.0,47,1,87,95,182
2026-08-06,14:16:59,HumanEval/2,gemini-3.1-flash-lite,2.0,48,1,87,252,339
2026-08-06,14:17:12,HumanEval/2,gemini-3.1-flash-lite,2.0,49,1,87,97,184
2026-08-06,14:17:20,HumanEval/2,gemini-3.1-flash-lite,2.0,50,1,87,205,292
2026-08-06,14:17:30,HumanEval/2,gemini-3.1-flash-lite,2.0,51,1,87,216,303
2026-08-06,14:17:44,HumanEval/0,llama-3.3-70b-versatile,2.0,9,1,153,256,409
2026-08-06,14:17:54,HumanEval/0,llama-3.3-70b-versatile,2.0,10,0,153,256,409
2026-08-06,14:18:04,HumanEval/0,llama-3.3-70b-versatile,2.0,11,0,153,256,409
2026-08-06,14:19:36,HumanEval/2,gemini-3.1-flash-lite,2.0,52,1,87,97,184
2026-08-06,14:19:46,HumanEval/2,gemini-3.1-flash-lite,2.0,53,1,87,252,339
2026-08-06,14:19:57,HumanEval/2,gemini-3.1-flash-lite,2.0,54,1,87,252,339
2026-08-06,14:20:05,HumanEval/2,gemini-3.1-flash-lite,2.0,55,1,87,228,315
2026-08-06,14:20:19,HumanEval/2,gemini-3.1-flash-lite,2.0,56,1,87,239,326
2026-08-06,14:20:28,HumanEval/2,gemini-3.1-flash-lite,2.0,57,1,87,225,312
2026-08-06,14:20:43,HumanEval/2,gemini-3.1-flash-lite,2.0,58,1,87,252,339
2026-08-06,14:20:46,HumanEval/2,gemini-3.1-flash-lite,2.0,59,1,87,252,339
2026-08-06,14:20:59,HumanEval/2,gemini-3.1-flash-lite,2.0,60,1,87,252,339
2026-08-06,14:21:07,HumanEval/2,gemini-3.1-flash-lite,2.0,61,1,87,252,339
2026-08-06,14:21:18,HumanEval/2,gemini-3.1-flash-lite,2.0,62,1,87,97,184
2026-08-06,14:21:28,HumanEval/2,gemini-3.1-flash-lite,2.0,63,1,87,239,326
2026-08-06,14:21:36,HumanEval/2,gemini-3.1-flash-lite,2.0,64,1,87,239,326
2026-08-06,14:21:46,HumanEval/2,gemini-3.1-flash-lite,2.0,65,1,87,97,184
2026-08-06,14:21:59,HumanEval/2,gemini-3.1-flash-lite,2.0,66,1,87,252,339
2026-08-06,14:22:06,HumanEval/2,gemini-3.1-flash-lite,2.0,67,1,87,213,300
2026-08-06,14:22:17,HumanEval/2,gemini-3.1-flash-lite,2.0,68,1,87,252,339
2026-08-06,14:22:32,HumanEval/2,gemini-3.1-flash-lite,2.0,69,1,87,252,339
2026-08-06,14:22:37,HumanEval/2,gemini-3.1-flash-lite,2.0,70,1,87,234,321
2026-08-06,14:22:46,HumanEval/2,gemini-3.1-flash-lite,2.0,71,1,87,218,305
2026-08-06,14:23:02,HumanEval/2,gemini-3.1-flash-lite,2.0,72,1,87,252,339
